,Year,Month,Day,Start_Hour,End_Hour,Price
495,2016.0,9.0,22.0,4.0,5.0,37.79759
496,2016.0,9.0,22.0,5.0,6.0,33.8616
497,2016.0,9.0,21.0,22.0,23.0,38.00955
498,2016.0,9.0,21.0,13.0,14.0,36.56904
499,2016.0,9.0,21.0,15.0,16.0,34.50698
500,2016.0,9.0,21.0,20.0,21.0,36.61221
501,2016.0,9.0,21.0,7.0,8.0,32.034
502,2016.0,9.0,21.0,14.0,15.0,37.7021
503,2016.0,9.0,21.0,23.0,0.0,41.18796
504,2016.0,9.0,22.0,9.0,10.0,26.81732
505,2016.0,9.0,22.0,16.0,17.0,22.08888
506,2016.0,9.0,22.0,15.0,16.0,27.7167
507,2016.0,9.0,22.0,8.0,9.0,26.82676
508,2016.0,9.0,23.0,3.0,4.0,43.71199
509,2016.0,9.0,23.0,6.0,7.0,29.42698
510,2016.0,9.0,22.0,12.0,13.0,31.0563
511,2016.0,9.0,22.0,19.0,20.0,19.50545
512,2016.0,9.0,22.0,21.0,22.0,26.09112
513,2016.0,9.0,22.0,18.0,19.0,19.80933
514,2016.0,9.0,22.0,11.0,12.0,27.35712
515,2016.0,9.0,23.0,2.0,3.0,50.62421
516,2016.0,9.0,23.0,4.0,5.0,35.21376
517,2016.0,9.0,22.0,7.0,8.0,29.13562
518,2016.0,9.0,22.0,13.0,14.0,33.67467
519,2016.0,9.0,22.0,14.0,15.0,33.43585
520,2016.0,9.0,22.0,17.0,18.0,19.87771
521,2016.0,9.0,22.0,22.0,23.0,27.47822
522,2016.0,9.0,22.0,23.0,0.0,28.94716
523,2016.0,9.0,23.0,0.0,1.0,33.96341
524,2016.0,9.0,23.0,1.0,2.0,41.73029
525,2016.0,9.0,23.0,5.0,6.0,33.01276
526,2016.0,9.0,22.0,20.0,21.0,22.79081
527,2016.0,9.0,22.0,10.0,11.0,26.72983
528,2016.0,9.0,23.0,20.0,21.0,27.62061
529,2016.0,9.0,24.0,2.0,3.0,53.98148
530,2016.0,9.0,23.0,21.0,22.0,29.86596
531,2016.0,9.0,23.0,15.0,16.0,28.93419
532,2016.0,9.0,23.0,12.0,13.0,31.79746
533,2016.0,9.0,23.0,11.0,12.0,27.17361
534,2016.0,9.0,23.0,17.0,18.0,26.11962
535,2016.0,9.0,23.0,18.0,19.0,27.10161
536,2016.0,9.0,23.0,10.0,11.0,25.84419
537,2016.0,9.0,24.0,0.0,1.0,41.53946
538,2016.0,9.0,23.0,19.0,20.0,27.53151
539,2016.0,9.0,23.0,14.0,15.0,35.34009
540,2016.0,9.0,23.0,8.0,9.0,25.78259
541,2016.0,9.0,24.0,6.0,7.0,33.10786
542,2016.0,9.0,24.0,1.0,2.0,46.0
543,2016.0,9.0,23.0,16.0,17.0,26.61326
544,2016.0,9.0,23.0,13.0,14.0,35.57854
545,2016.0,9.0,24.0,5.0,6.0,36.04023
546,2016.0,9.0,23.0,23.0,0.0,36.08316
547,2016.0,9.0,23.0,9.0,10.0,25.94189
548,2016.0,9.0,23.0,7.0,8.0,25.66237
549,2016.0,9.0,24.0,4.0,5.0,38.25838
550,2016.0,9.0,23.0,22.0,23.0,33.42
551,2016.0,9.0,24.0,3.0,4.0,44.63284
552,2016.0,9.0,25.0,3.0,4.0,51.43739
553,2016.0,9.0,24.0,19.0,20.0,22.87601
554,2016.0,9.0,24.0,17.0,18.0,12.94926
555,2016.0,9.0,24.0,9.0,10.0,29.658
556,2016.0,9.0,24.0,21.0,22.0,31.77325
557,2016.0,9.0,25.0,1.0,2.0,62.48836
558,2016.0,9.0,24.0,14.0,15.0,31.16206
559,2016.0,9.0,24.0,15.0,16.0,22.69842
560,2016.0,9.0,24.0,12.0,13.0,32.22691
561,2016.0,9.0,24.0,13.0,14.0,33.16979
562,2016.0,9.0,24.0,22.0,23.0,35.75525
563,2016.0,9.0,24.0,8.0,9.0,30.24678
564,2016.0,9.0,24.0,20.0,21.0,27.01228
565,2016.0,9.0,24.0,16.0,17.0,12.68228
566,2016.0,9.0,24.0,11.0,12.0,30.40844
567,2016.0,9.0,24.0,10.0,11.0,30.13711
568,2016.0,9.0,24.0,7.0,8.0,31.25874
569,2016.0,9.0,25.0,5.0,6.0,38.75282
570,2016.0,9.0,25.0,4.0,5.0,44.10443
571,2016.0,9.0,25.0,0.0,1.0,50.5454
572,2016.0,9.0,25.0,6.0,7.0,35.00888
573,2016.0,9.0,24.0,23.0,0.0,43.27923
574,2016.0,9.0,24.0,18.0,19.0,17.63268
575,2016.0,9.0,25.0,2.0,3.0,62.99286
576,2016.0,9.0,25.0,15.0,16.0,19.50419
577,2016.0,9.0,26.0,6.0,7.0,35.96066
578,2016.0,9.0,26.0,2.0,3.0,70.2786
579,2016.0,9.0,25.0,22.0,23.0,38.98571
580,2016.0,9.0,25.0,21.0,22.0,34.52633
581,2016.0,9.0,25.0,10.0,11.0,30.06554
582,2016.0,9.0,25.0,11.0,12.0,30.28554
583,2016.0,9.0,25.0,19.0,20.0,27.02778
584,2016.0,9.0,26.0,4.0,5.0,43.34676
585,2016.0,9.0,25.0,13.0,14.0,31.0514
586,2016.0,9.0,25.0,23.0,0.0,46.36998
587,2016.0,9.0,25.0,8.0,9.0,30.62599
588,2016.0,9.0,25.0,16.0,17.0,7.29247
589,2016.0,9.0,25.0,12.0,13.0,30.3178
590,2016.0,9.0,25.0,9.0,10.0,30.82198
591,2016.0,9.0,25.0,7.0,8.0,33.81223
592,2016.0,9.0,26.0,5.0,6.0,40.15298
593,2016.0,9.0,26.0,1.0,2.0,72.93068
594,2016.0,9.0,25.0,20.0,21.0,32.0631
595,2016.0,9.0,25.0,18.0,19.0,18.02953
596,2016.0,9.0,26.0,3.0,4.0,52.04856
597,2016.0,9.0,25.0,17.0,18.0,8.50114
598,2016.0,9.0,25.0,14.0,15.0,29.20151
599,2016.0,9.0,26.0,0.0,1.0,56.69943
600,2016.0,9.0,26.0,9.0,10.0,30.00707
601,2016.0,9.0,27.0,2.0,3.0,121.77314
602,2016.0,9.0,26.0,17.0,18.0,31.40621
603,2016.0,9.0,26.0,20.0,21.0,48.20139
604,2016.0,9.0,26.0,21.0,22.0,65.55749
605,2016.0,9.0,27.0,3.0,4.0,91.953
606,2016.0,9.0,27.0,6.0,7.0,37.62974
607,2016.0,9.0,27.0,5.0,6.0,40.87991
608,2016.0,9.0,26.0,14.0,15.0,36.61113
609,2016.0,9.0,27.0,4.0,5.0,66.40961
610,2016.0,9.0,26.0,8.0,9.0,30.49568
611,2016.0,9.0,26.0,16.0,17.0,30.35791
612,2016.0,9.0,26.0,18.0,19.0,34.2413
613,2016.0,9.0,26.0,19.0,20.0,36.32204
614,2016.0,9.0,26.0,22.0,23.0,77.41185
615,2016.0,9.0,27.0,0.0,1.0,145.29615
616,2016.0,9.0,26.0,7.0,8.0,32.67961
617,2016.0,9.0,26.0,23.0,0.0,125.70707
618,2016.0,9.0,27.0,1.0,2.0,145.62563
619,2016.0,9.0,26.0,11.0,12.0,29.81363
620,2016.0,9.0,26.0,15.0,16.0,32.40519
621,2016.0,9.0,26.0,10.0,11.0,29.21913
622,2016.0,9.0,26.0,12.0,13.0,33.63343
623,2016.0,9.0,26.0,13.0,14.0,36.86987
624,2016.0,9.0,27.0,9.0,10.0,28.43727
625,2016.0,9.0,27.0,8.0,9.0,30.60877
626,2016.0,9.0,27.0,17.0,18.0,32.36435
627,2016.0,9.0,28.0,5.0,6.0,37.67569
628,2016.0,9.0,28.0,4.0,5.0,44.36711
629,2016.0,9.0,28.0,1.0,2.0,110.86541
630,2016.0,9.0,27.0,20.0,21.0,40.68385
631,2016.0,9.0,27.0,19.0,20.0,38.97534
632,2016.0,9.0,27.0,10.0,11.0,27.18569
633,2016.0,9.0,27.0,16.0,17.0,32.16993
634,2016.0,9.0,27.0,13.0,14.0,35.55611
635,2016.0,9.0,28.0,6.0,7.0,34.57834
636,2016.0,9.0,28.0,2.0,3.0,108.20605
637,2016.0,9.0,28.0,0.0,1.0,99.3794
638,2016.0,9.0,27.0,14.0,15.0,36.68033
639,2016.0,9.0,27.0,21.0,22.0,43.06822
640,2016.0,9.0,27.0,12.0,13.0,30.57969
641,2016.0,9.0,27.0,15.0,16.0,33.21662
642,2016.0,9.0,27.0,11.0,12.0,27.51074
643,2016.0,9.0,27.0,23.0,0.0,78.75707
644,2016.0,9.0,27.0,22.0,23.0,48.30926
645,2016.0,9.0,27.0,7.0,8.0,33.35323
646,2016.0,9.0,27.0,18.0,19.0,34.66989
647,2016.0,9.0,28.0,3.0,4.0,80.1522
648,2016.0,9.0,29.0,2.0,3.0,55.65082
649,2016.0,9.0,28.0,13.0,14.0,35.08988
650,2016.0,9.0,28.0,21.0,22.0,43.08168
651,2016.0,9.0,28.0,10.0,11.0,27.62958
652,2016.0,9.0,29.0,3.0,4.0,47.09003
653,2016.0,9.0,28.0,18.0,19.0,33.18417
654,2016.0,9.0,28.0,16.0,17.0,31.66004
655,2016.0,9.0,29.0,0.0,1.0,53.14241
656,2016.0,9.0,28.0,22.0,23.0,44.27617
657,2016.0,9.0,28.0,8.0,9.0,30.21742
658,2016.0,9.0,29.0,5.0,6.0,36.27374
659,2016.0,9.0,28.0,20.0,21.0,39.78779
660,2016.0,9.0,28.0,9.0,10.0,28.19257
661,2016.0,9.0,28.0,7.0,8.0,32.44846
662,2016.0,9.0,29.0,6.0,7.0,33.90241
663,2016.0,9.0,29.0,4.0,5.0,39.26712
664,2016.0,9.0,28.0,23.0,0.0,48.66039
665,2016.0,9.0,28.0,19.0,20.0,36.4238
666,2016.0,9.0,28.0,12.0,13.0,31.13602
667,2016.0,9.0,29.0,1.0,2.0,62.80861
668,2016.0,9.0,28.0,17.0,18.0,31.66341
669,2016.0,9.0,28.0,15.0,16.0,32.78541
670,2016.0,9.0,28.0,14.0,15.0,35.36068
671,2016.0,9.0,28.0,11.0,12.0,28.4488
672,2016.0,9.0,30.0,3.0,4.0,44.82618
673,2016.0,9.0,29.0,11.0,12.0,26.66454
674,2016.0,9.0,29.0,10.0,11.0,25.66468
675,2016.0,9.0,29.0,21.0,22.0,27.0353
676,2016.0,9.0,29.0,19.0,20.0,25.20347
677,2016.0,9.0,29.0,14.0,15.0,34.11258
678,2016.0,9.0,30.0,5.0,6.0,33.67249
679,2016.0,9.0,29.0,15.0,16.0,29.37726
680,2016.0,9.0,29.0,13.0,14.0,33.70578
681,2016.0,9.0,29.0,12.0,13.0,29.29742
682,2016.0,9.0,29.0,18.0,19.0,24.53282
683,2016.0,9.0,30.0,6.0,7.0,30.92988
684,2016.0,9.0,30.0,1.0,2.0,53.34797
685,2016.0,9.0,30.0,0.0,1.0,43.05738
686,2016.0,9.0,29.0,23.0,0.0,36.16628
687,2016.0,9.0,29.0,7.0,8.0,29.4783
688,2016.0,9.0,29.0,20.0,21.0,27.52012
689,2016.0,9.0,29.0,16.0,17.0,26.83948
690,2016.0,9.0,29.0,9.0,10.0,26.56376
691,2016.0,9.0,29.0,8.0,9.0,27.61492
692,2016.0,9.0,29.0,22.0,23.0,27.334
693,2016.0,9.0,30.0,4.0,5.0,36.51394
694,2016.0,9.0,29.0,17.0,18.0,24.64172
695,2016.0,9.0,30.0,2.0,3.0,53.01871
696,2016.0,10.0,1.0,4.0,5.0,33.41245
697,2016.0,9.0,30.0,15.0,16.0,29.18338
698,2016.0,9.0,30.0,17.0,18.0,27.02476
699,2016.0,9.0,30.0,18.0,19.0,28.24113
700,2016.0,9.0,30.0,19.0,20.0,29.12242
701,2016.0,10.0,1.0,3.0,4.0,40.60614
702,2016.0,9.0,30.0,16.0,17.0,27.0131
703,2016.0,9.0,30.0,11.0,12.0,24.66633
704,2016.0,9.0,30.0,21.0,22.0,31.54732
705,2016.0,9.0,30.0,23.0,0.0,34.30326
706,2016.0,10.0,1.0,5.0,6.0,31.93032
707,2016.0,10.0,1.0,2.0,3.0,49.98529
708,2016.0,10.0,1.0,6.0,7.0,29.40682
709,2016.0,9.0,30.0,7.0,8.0,24.39127
710,2016.0,9.0,30.0,8.0,9.0,24.27835
711,2016.0,9.0,30.0,14.0,15.0,34.13136
712,2016.0,9.0,30.0,20.0,21.0,30.09486
713,2016.0,9.0,30.0,22.0,23.0,33.49675
714,2016.0,9.0,30.0,10.0,11.0,24.14057
715,2016.0,9.0,30.0,13.0,14.0,32.05646
716,2016.0,10.0,1.0,0.0,1.0,39.86318
717,2016.0,10.0,1.0,1.0,2.0,46.91653
718,2016.0,9.0,30.0,12.0,13.0,28.01896
719,2016.0,9.0,30.0,9.0,10.0,24.39747
720,2016.0,10.0,1.0,8.0,9.0,27.3859
721,2016.0,10.0,2.0,1.0,2.0,48.82365
722,2016.0,10.0,1.0,12.0,13.0,28.0629
723,2016.0,10.0,2.0,6.0,7.0,29.88183
724,2016.0,10.0,1.0,22.0,23.0,29.74238
725,2016.0,10.0,1.0,18.0,19.0,22.30992
726,2016.0,10.0,1.0,13.0,14.0,32.52463
727,2016.0,10.0,1.0,14.0,15.0,32.08502
728,2016.0,10.0,1.0,17.0,18.0,19.23767
729,2016.0,10.0,1.0,16.0,17.0,17.95506
730,2016.0,10.0,2.0,4.0,5.0,36.26344
731,2016.0,10.0,2.0,2.0,3.0,52.11138
732,2016.0,10.0,2.0,0.0,1.0,38.95525
733,2016.0,10.0,1.0,23.0,0.0,32.45353
734,2016.0,10.0,1.0,21.0,22.0,27.64665
735,2016.0,10.0,1.0,20.0,21.0,25.89782
736,2016.0,10.0,1.0,19.0,20.0,25.24999
737,2016.0,10.0,1.0,15.0,16.0,22.99288
738,2016.0,10.0,1.0,9.0,10.0,27.35108
739,2016.0,10.0,1.0,7.0,8.0,30.18245
740,2016.0,10.0,2.0,3.0,4.0,41.33885
741,2016.0,10.0,1.0,11.0,12.0,26.11396
742,2016.0,10.0,1.0,10.0,11.0,26.36124
743,2016.0,10.0,2.0,5.0,6.0,33.88185
744,2016.0,8.0,2.0,4.0,5.0,41.90164
745,2016.0,8.0,1.0,17.0,18.0,31.55704
746,2016.0,8.0,1.0,19.0,20.0,35.11045
747,2016.0,8.0,1.0,23.0,0.0,47.99227
748,2016.0,8.0,1.0,10.0,11.0,25.87277
749,2016.0,8.0,1.0,9.0,10.0,26.16496
750,2016.0,8.0,1.0,8.0,9.0,27.31495
751,2016.0,8.0,1.0,15.0,16.0,29.64734
752,2016.0,8.0,2.0,3.0,4.0,51.08851
753,2016.0,8.0,1.0,16.0,17.0,29.8816
754,2016.0,8.0,1.0,11.0,12.0,26.57588
755,2016.0,8.0,2.0,1.0,2.0,60.62624
756,2016.0,8.0,1.0,21.0,22.0,38.00314
757,2016.0,8.0,1.0,12.0,13.0,28.11435
758,2016.0,8.0,2.0,6.0,7.0,33.26723
759,2016.0,8.0,1.0,22.0,23.0,42.03661
760,2016.0,8.0,2.0,5.0,6.0,38.51459
761,2016.0,8.0,2.0,0.0,1.0,49.01292
762,2016.0,8.0,1.0,13.0,14.0,31.04026
763,2016.0,8.0,1.0,7.0,8.0,29.0565
764,2016.0,8.0,2.0,2.0,3.0,60.2327
765,2016.0,8.0,1.0,20.0,21.0,37.98426
766,2016.0,8.0,1.0,18.0,19.0,33.29156
767,2016.0,8.0,1.0,14.0,15.0,31.36981
768,2016.0,8.0,2.0,7.0,8.0,28.93343
769,2016.0,8.0,3.0,5.0,6.0,36.86096
770,2016.0,8.0,2.0,23.0,0.0,45.66806
771,2016.0,8.0,3.0,3.0,4.0,49.66443
772,2016.0,8.0,3.0,6.0,7.0,32.55167
773,2016.0,8.0,2.0,16.0,17.0,28.96363
774,2016.0,8.0,2.0,10.0,11.0,25.85545
775,2016.0,8.0,2.0,11.0,12.0,26.37755
776,2016.0,8.0,2.0,19.0,20.0,33.00265
777,2016.0,8.0,2.0,22.0,23.0,41.41746
778,2016.0,8.0,3.0,2.0,3.0,56.62256
779,2016.0,8.0,2.0,13.0,14.0,29.99943
780,2016.0,8.0,2.0,14.0,15.0,30.22426
781,2016.0,8.0,3.0,0.0,1.0,48.03574
782,2016.0,8.0,2.0,12.0,13.0,28.08206
783,2016.0,8.0,2.0,20.0,21.0,35.79168
784,2016.0,8.0,2.0,17.0,18.0,30.87527
785,2016.0,8.0,3.0,1.0,2.0,57.86527
786,2016.0,8.0,3.0,4.0,5.0,40.893
787,2016.0,8.0,2.0,8.0,9.0,26.12019
788,2016.0,8.0,2.0,9.0,10.0,26.19163
789,2016.0,8.0,2.0,18.0,19.0,33.24707
790,2016.0,8.0,2.0,21.0,22.0,36.97823
791,2016.0,8.0,2.0,15.0,16.0,28.16634
792,2016.0,8.0,3.0,17.0,18.0,31.59269
793,2016.0,8.0,3.0,14.0,15.0,30.30396
794,2016.0,8.0,4.0,2.0,3.0,56.60142
795,2016.0,8.0,3.0,23.0,0.0,45.95918
796,2016.0,8.0,4.0,0.0,1.0,47.06181
797,2016.0,8.0,4.0,3.0,4.0,51.93071
798,2016.0,8.0,4.0,6.0,7.0,31.83937
799,2016.0,8.0,3.0,8.0,9.0,26.13104
800,2016.0,8.0,3.0,12.0,13.0,27.03762
801,2016.0,8.0,3.0,19.0,20.0,36.06773
802,2016.0,8.0,3.0,20.0,21.0,37.87772
803,2016.0,8.0,3.0,21.0,22.0,40.47959
804,2016.0,8.0,3.0,22.0,23.0,43.52734
805,2016.0,8.0,4.0,4.0,5.0,40.29197
806,2016.0,8.0,4.0,5.0,6.0,34.52766
807,2016.0,8.0,3.0,7.0,8.0,27.95381
808,2016.0,8.0,3.0,9.0,10.0,25.60046
809,2016.0,8.0,3.0,16.0,17.0,30.1394
810,2016.0,8.0,3.0,10.0,11.0,25.40987
811,2016.0,8.0,3.0,15.0,16.0,29.10054
812,2016.0,8.0,3.0,18.0,19.0,33.25842
813,2016.0,8.0,3.0,11.0,12.0,25.56979
814,2016.0,8.0,3.0,13.0,14.0,30.44975
815,2016.0,8.0,4.0,1.0,2.0,56.97975
816,2016.0,8.0,4.0,22.0,23.0,43.40768
817,2016.0,8.0,4.0,7.0,8.0,28.8075
818,2016.0,8.0,4.0,13.0,14.0,31.04718
819,2016.0,8.0,4.0,9.0,10.0,26.75309
820,2016.0,8.0,5.0,6.0,7.0,32.52264
821,2016.0,8.0,5.0,4.0,5.0,41.66342
822,2016.0,8.0,5.0,1.0,2.0,55.24477
823,2016.0,8.0,4.0,18.0,19.0,33.50613
824,2016.0,8.0,4.0,21.0,22.0,41.13877
825,2016.0,8.0,4.0,19.0,20.0,36.38441
826,2016.0,8.0,4.0,11.0,12.0,26.76407
827,2016.0,8.0,4.0,12.0,13.0,27.85292
828,2016.0,8.0,4.0,23.0,0.0,45.55355
829,2016.0,8.0,5.0,0.0,1.0,46.51903
830,2016.0,8.0,4.0,17.0,18.0,30.53368
831,2016.0,8.0,4.0,16.0,17.0,29.43542
832,2016.0,8.0,4.0,20.0,21.0,38.22629
833,2016.0,8.0,4.0,14.0,15.0,30.90915
834,2016.0,8.0,4.0,10.0,11.0,26.43187
835,2016.0,8.0,5.0,3.0,4.0,49.32355
836,2016.0,8.0,4.0,8.0,9.0,27.42152
837,2016.0,8.0,5.0,5.0,6.0,35.90734
838,2016.0,8.0,5.0,2.0,3.0,56.12839
839,2016.0,8.0,4.0,15.0,16.0,29.3082
840,2016.0,8.0,5.0,13.0,14.0,30.36356
841,2016.0,8.0,5.0,8.0,9.0,27.03077
842,2016.0,8.0,5.0,19.0,20.0,31.61923
843,2016.0,8.0,6.0,0.0,1.0,44.63216
844,2016.0,8.0,5.0,16.0,17.0,28.23559
845,2016.0,8.0,5.0,20.0,21.0,32.74456
846,2016.0,8.0,6.0,2.0,3.0,53.58446
847,2016.0,8.0,5.0,9.0,10.0,27.40708
848,2016.0,8.0,5.0,15.0,16.0,27.95688
849,2016.0,8.0,6.0,5.0,6.0,36.9131
850,2016.0,8.0,6.0,6.0,7.0,32.18411
851,2016.0,8.0,5.0,11.0,12.0,27.49044
852,2016.0,8.0,5.0,18.0,19.0,29.75243
853,2016.0,8.0,5.0,21.0,22.0,35.48695
854,2016.0,8.0,5.0,22.0,23.0,41.42461
855,2016.0,8.0,5.0,7.0,8.0,27.90558
856,2016.0,8.0,5.0,23.0,0.0,42.4507
857,2016.0,8.0,6.0,1.0,2.0,50.90633
858,2016.0,8.0,6.0,3.0,4.0,50.21866
859,2016.0,8.0,6.0,4.0,5.0,42.14553
860,2016.0,8.0,5.0,10.0,11.0,26.26778
861,2016.0,8.0,5.0,12.0,13.0,27.85482
862,2016.0,8.0,5.0,14.0,15.0,29.48262
863,2016.0,8.0,5.0,17.0,18.0,28.20603
864,2016.0,8.0,7.0,5.0,6.0,35.33083
865,2016.0,8.0,7.0,1.0,2.0,44.95388
866,2016.0,8.0,6.0,9.0,10.0,28.28297
867,2016.0,8.0,6.0,20.0,21.0,28.04836
868,2016.0,8.0,7.0,0.0,1.0,39.59265
869,2016.0,8.0,6.0,19.0,20.0,27.31512
870,2016.0,8.0,6.0,23.0,0.0,35.20715
871,2016.0,8.0,7.0,3.0,4.0,45.49057
872,2016.0,8.0,6.0,10.0,11.0,28.11611
873,2016.0,8.0,6.0,14.0,15.0,26.76699
874,2016.0,8.0,6.0,16.0,17.0,25.02869
875,2016.0,8.0,6.0,18.0,19.0,27.09659
876,2016.0,8.0,6.0,22.0,23.0,33.15985
877,2016.0,8.0,7.0,2.0,3.0,49.81124
878,2016.0,8.0,6.0,7.0,8.0,30.08588
879,2016.0,8.0,6.0,12.0,13.0,28.63389
880,2016.0,8.0,6.0,15.0,16.0,25.41611
881,2016.0,8.0,6.0,11.0,12.0,27.99131
882,2016.0,8.0,6.0,13.0,14.0,28.7615
883,2016.0,8.0,6.0,17.0,18.0,25.83588
884,2016.0,8.0,6.0,8.0,9.0,28.2011
885,2016.0,8.0,7.0,4.0,5.0,37.94463
886,2016.0,8.0,6.0,21.0,22.0,30.00216
887,2016.0,8.0,7.0,6.0,7.0,32.01589
888,2016.0,8.0,8.0,6.0,7.0,29.60263
889,2016.0,8.0,7.0,15.0,16.0,22.49458
890,2016.0,8.0,7.0,18.0,19.0,24.89399
891,2016.0,8.0,7.0,21.0,22.0,27.54881
892,2016.0,8.0,8.0,3.0,4.0,47.35551
893,2016.0,8.0,7.0,16.0,17.0,20.29665
894,2016.0,8.0,7.0,17.0,18.0,23.32331
895,2016.0,8.0,7.0,20.0,21.0,26.66331
896,2016.0,8.0,7.0,22.0,23.0,30.41216
897,2016.0,8.0,7.0,14.0,15.0,24.77376
898,2016.0,8.0,7.0,19.0,20.0,25.77219
899,2016.0,8.0,7.0,23.0,0.0,33.13704
900,2016.0,8.0,8.0,0.0,1.0,36.7394
901,2016.0,8.0,7.0,7.0,8.0,29.15849
902,2016.0,8.0,7.0,10.0,11.0,27.24242
903,2016.0,8.0,7.0,9.0,10.0,27.68019
904,2016.0,8.0,7.0,11.0,12.0,26.96684
905,2016.0,8.0,7.0,12.0,13.0,27.61357
906,2016.0,8.0,8.0,4.0,5.0,37.0686
907,2016.0,8.0,8.0,5.0,6.0,33.32709
908,2016.0,8.0,8.0,1.0,2.0,43.27914
909,2016.0,8.0,7.0,8.0,9.0,27.85465
910,2016.0,8.0,7.0,13.0,14.0,26.57603
911,2016.0,8.0,8.0,2.0,3.0,50.81632
912,2016.0,8.0,8.0,10.0,11.0,25.68556
913,2016.0,8.0,8.0,17.0,18.0,28.31025
914,2016.0,8.0,8.0,18.0,19.0,29.78293
915,2016.0,8.0,9.0,4.0,5.0,42.47201
916,2016.0,8.0,8.0,22.0,23.0,41.61638
917,2016.0,8.0,8.0,13.0,14.0,28.61969
918,2016.0,8.0,8.0,9.0,10.0,25.83702
919,2016.0,8.0,8.0,16.0,17.0,27.57994
920,2016.0,8.0,8.0,11.0,12.0,26.12339
921,2016.0,8.0,8.0,7.0,8.0,27.91672
922,2016.0,8.0,9.0,3.0,4.0,55.05465
923,2016.0,8.0,8.0,20.0,21.0,33.92461
924,2016.0,8.0,8.0,8.0,9.0,26.57105
925,2016.0,8.0,9.0,0.0,1.0,45.32428
926,2016.0,8.0,8.0,19.0,20.0,30.87304
927,2016.0,8.0,8.0,12.0,13.0,27.83564
928,2016.0,8.0,9.0,5.0,6.0,34.83709
929,2016.0,8.0,9.0,1.0,2.0,52.05491
930,2016.0,8.0,8.0,23.0,0.0,43.84582
931,2016.0,8.0,8.0,14.0,15.0,28.49642
932,2016.0,8.0,9.0,6.0,7.0,31.06922
933,2016.0,8.0,9.0,2.0,3.0,57.53056
934,2016.0,8.0,8.0,21.0,22.0,36.68952
935,2016.0,8.0,8.0,15.0,16.0,28.02916
936,2016.0,8.0,9.0,9.0,10.0,26.99811
937,2016.0,8.0,10.0,5.0,6.0,35.72769
938,2016.0,8.0,10.0,2.0,3.0,55.1796
939,2016.0,8.0,9.0,7.0,8.0,29.43323
940,2016.0,8.0,9.0,13.0,14.0,30.65522
941,2016.0,8.0,9.0,12.0,13.0,28.9808
942,2016.0,8.0,9.0,18.0,19.0,25.7431
943,2016.0,8.0,9.0,23.0,0.0,38.27055
944,2016.0,8.0,10.0,1.0,2.0,48.73502
945,2016.0,8.0,9.0,8.0,9.0,27.07149
946,2016.0,8.0,9.0,10.0,11.0,27.16898
947,2016.0,8.0,9.0,15.0,16.0,25.4373
948,2016.0,8.0,9.0,20.0,21.0,28.18717
949,2016.0,8.0,10.0,0.0,1.0,41.52192
950,2016.0,8.0,9.0,22.0,23.0,33.32019
951,2016.0,8.0,10.0,3.0,4.0,53.70012
952,2016.0,8.0,10.0,6.0,7.0,33.11633
953,2016.0,8.0,9.0,16.0,17.0,24.42531
954,2016.0,8.0,9.0,19.0,20.0,26.74991
955,2016.0,8.0,9.0,21.0,22.0,30.0476
956,2016.0,8.0,10.0,4.0,5.0,42.70862
957,2016.0,8.0,9.0,11.0,12.0,27.1789
958,2016.0,8.0,9.0,17.0,18.0,24.67596
959,2016.0,8.0,9.0,14.0,15.0,29.41921
960,2016.0,8.0,10.0,18.0,19.0,28.49226
961,2016.0,8.0,10.0,9.0,10.0,26.9763
962,2016.0,8.0,10.0,12.0,13.0,28.46426
963,2016.0,8.0,10.0,15.0,16.0,27.46838
964,2016.0,8.0,11.0,4.0,5.0,40.84555
965,2016.0,8.0,10.0,8.0,9.0,27.57147
966,2016.0,8.0,10.0,14.0,15.0,29.79565
967,2016.0,8.0,11.0,0.0,1.0,40.69568
968,2016.0,8.0,11.0,6.0,7.0,32.01092
969,2016.0,8.0,10.0,13.0,14.0,30.77351
970,2016.0,8.0,10.0,16.0,17.0,27.56674
971,2016.0,8.0,10.0,20.0,21.0,30.11317
972,2016.0,8.0,11.0,1.0,2.0,45.30739
973,2016.0,8.0,10.0,17.0,18.0,27.49744
974,2016.0,8.0,10.0,19.0,20.0,29.4776
975,2016.0,8.0,11.0,2.0,3.0,52.30409
976,2016.0,8.0,11.0,3.0,4.0,52.40963
977,2016.0,8.0,10.0,7.0,8.0,29.04578
978,2016.0,8.0,10.0,10.0,11.0,26.67446
979,2016.0,8.0,10.0,21.0,22.0,32.62109
980,2016.0,8.0,10.0,22.0,23.0,36.58162
981,2016.0,8.0,10.0,23.0,0.0,39.88896
982,2016.0,8.0,11.0,5.0,6.0,34.18191
983,2016.0,8.0,10.0,11.0,12.0,27.4079
984,2016.0,8.0,11.0,16.0,17.0,27.45206
985,2016.0,8.0,11.0,15.0,16.0,28.02828
986,2016.0,8.0,11.0,13.0,14.0,31.40981
987,2016.0,8.0,11.0,19.0,20.0,30.75688
988,2016.0,8.0,12.0,5.0,6.0,35.86637
989,2016.0,8.0,11.0,12.0,13.0,29.27876
990,2016.0,8.0,11.0,14.0,15.0,30.66972
991,2016.0,8.0,11.0,9.0,10.0,27.06883
992,2016.0,8.0,11.0,10.0,11.0,26.92
993,2016.0,8.0,12.0,4.0,5.0,42.03194
